# vi: ts=30 sw=30
I74  MACRO IC 2 Node Auxiliary Register Enable	MACRO Ring Configuration I-Variables	71
I75  MACRO IC 2 Node Protocol Type Control	MACRO Ring Configuration I-Variables	72
I76  MACRO IC 3 Node Auxiliary Register Enable	MACRO Ring Configuration I-Variables	72
I77  MACRO IC 3 Node Protocol Type Control	MACRO Ring Configuration I-Variables	73
I78  MACRO Type 1 Master/Slave Communications Timeout	MACRO Ring Configuration I-Variables	73
I79  MACRO Type 1 Master/Master Communications Timeout	MACRO Ring Configuration I-Variables	74
I80  MACRO Ring Check Period	MACRO Ring Configuration I-Variables	74
I81  MACRO Maximum Ring Error Count	MACRO Ring Configuration I-Variables	75
I82  MACRO Minimum Sync Packet Count	MACRO Ring Configuration I-Variables	75
I83  MACRO Parallel Ring Enable Mask	MACRO Ring Configuration I-Variables	75
I84  MACRO IC # for Master Communications	MACRO Ring Configuration I-Variables	76
I85  MACRO Ring Order Number	MACRO Ring Configuration I-Variables	76
VME/DPRAM Setup I-Variables	VME/DPRAM Setup I-Variables	77
I90   VME Address Modifier	VME/DPRAM Setup I-Variables	77
I91   VME Address Modifier Don’t Care Bits	VME/DPRAM Setup I-Variables	77
I92   VME Base Address Bits A31-A24	VME/DPRAM Setup I-Variables	77
I93   VME Mailbox Base Address Bits A23-A16 ISA DPRAM Base Address Bits A23-A16	VME/DPRAM Setup I-Variables	78
I94   VME Mailbox Base Address Bits A15-A08 ISA DPRAM Base Address Bits A15-A14 & Control	VME/DPRAM Setup I-Variables	78
I95   VME Interrupt Level	VME/DPRAM Setup I-Variables	79
I96   VME Interrupt Vector	VME/DPRAM Setup I-Variables	79
I97   VME DPRAM Base Address Bits A23-A20	VME/DPRAM Setup I-Variables	80
I98   VME DPRAM Enable	VME/DPRAM Setup I-Variables	80
I99   VME Address Width Control	VME/DPRAM Setup I-Variables	80
Motor Setup I-Variables	Motor Setup I-Variables	81
Motor Definition I-Variables	Motor Definition I-Variables	81
Ixx00    Motor xx Activation Control	Motor Definition I-Variables	81
Ixx01    Motor xx Commutation Enable	Motor Definition I-Variables	81
Ixx02    Motor xx Command Output Address	Motor Definition I-Variables	82
Ixx03    Motor xx Position Loop Feedback Address	Motor Definition I-Variables	85
Ixx04    Motor xx Velocity Loop Feedback Address	Motor Definition I-Variables	86
Ixx05    Motor xx Master Position Address	Motor Definition I-Variables	87
Ixx06    Motor xx Position Following Enable and Mode	Motor Definition I-Variables	87
Ixx07    Motor xx Master (Handwheel) Scale Factor	Motor Definition I-Variables	88
Ixx08    Motor xx Position Scale Factor	Motor Definition I-Variables	88
Ixx09    Motor xx Velocity-Loop Scale Factor	Motor Definition I-Variables	88
Ixx10    Motor xx Power-On Servo Position Address	Motor Definition I-Variables	89
Motor Safety I-Variables	Motor Safety I-Variables	94
Ixx11    Motor xx Fatal Following Error Limit	Motor Safety I-Variables	94
Ixx12    Motor xx Warning Following Error Limit	Motor Safety I-Variables	94
Ixx13    Motor xx Positive Software Position Limit	Motor Safety I-Variables	95
Ixx14    Motor xx Negative Software Position Limit	Motor Safety I-Variables	96
Ixx15    Motor xx Abort/Limit Deceleration Rate	Motor Safety I-Variables	97
Ixx16    Motor xx Maximum Program Velocity	Motor Safety I-Variables	98
Ixx17    Motor xx Maximum Program Acceleration	Motor Safety I-Variables	98
Ixx19    Motor xx Maximum Jog/Home Acceleration	Motor Safety I-Variables	100
Motor Motion I-Variables	Motor Motion I-Variables	100
Ixx20    Motor xx Jog/Home Acceleration Time	Motor Motion I-Variables	100
Ixx21    Motor xx Jog/Home S-Curve Time	Motor Motion I-Variables	101
Ixx22    Motor xx Jog Speed	Motor Motion I-Variables	101
Ixx23    Motor xx Home Speed and Direction	Motor Motion I-Variables	101
Ixx24    Motor xx Flag Mode Control	Motor Motion I-Variables	101
Ixx25    Motor xx Flag Address	Motor Motion I-Variables	104
Ixx26    Motor xx Home Offset	Motor Motion I-Variables	107
Ixx27    Motor xx Position Rollover Range	Motor Motion I-Variables	108
Ixx28    Motor xx In-Position Band	Motor Motion I-Variables	109
Ixx29    Motor xx Output/First Phase Offset	Motor Motion I-Variables	110
Motor xx PID Servo Setup I-Variables	Motor xx PID Servo Setup I-Variables	111
Ixx30    Motor xx PID Proportional Gain	Motor xx PID Servo Setup I-Variables	111
Ixx31    Motor xx PID Derivative Gain	Motor xx PID Servo Setup I-Variables	111
Ixx32    Motor xx PID Velocity Feedforward Gain	Motor xx PID Servo Setup I-Variables	112
Ixx33    Motor xx PID Integral Gain	Motor xx PID Servo Setup I-Variables	112
Ixx34    Motor xx PID Integration Mode	Motor xx PID Servo Setup I-Variables	113
Ixx35    Motor xx PID Acceleration Feedforward Gain	Motor xx PID Servo Setup I-Variables	113
Ixx36    Motor xx PID Notch Filter Coefficient N1	Motor xx PID Servo Setup I-Variables	113
Ixx37    Motor xx PID Notch Filter Coefficient N2	Motor xx PID Servo Setup I-Variables	114
Ixx38    Motor xx PID Notch Filter Coefficient D1	Motor xx PID Servo Setup I-Variables	114
Ixx39    Motor xx PID Notch Filter Coefficient D2	Motor xx PID Servo Setup I-Variables	114
Ixx40    Motor xx Net Desired Position Filter Gain	Motor xx PID Servo Setup I-Variables	114
Ixx41    Motor xx Desired Position Limit Band	Motor xx PID Servo Setup I-Variables	115
Ixx42    Motor xx Amplifier Flag Address	Motor xx PID Servo Setup I-Variables	115
Ixx43    Motor xx Overtravel-Limit Flag Address	Motor xx PID Servo Setup I-Variables	117
Ixx44    Motor xx MACRO Slave Command Address	Motor xx PID Servo Setup I-Variables	118
Motor Servo and Commutation Modifiers	Motor Servo and Commutation Modifiers	119
Ixx55    Motor xx Commutation Table Address Offset	Motor Servo and Commutation Modifiers	119
Ixx56    Motor xx Commutation Delay Compensation	Motor Servo and Commutation Modifiers	120
Ixx57    Motor xx Continuous Current Limit	Motor Servo and Commutation Modifiers	120
Ixx58    Motor xx Integrated Current Limit	Motor Servo and Commutation Modifiers	122
Ixx59    Motor xx User-Written Servo/Phase Enable	Motor Servo and Commutation Modifiers	123
Ixx60    Motor xx Servo Cycle Period Extension Period	Motor Servo and Commutation Modifiers	123
Ixx61    Motor xx Current-Loop Integral Gain	Motor Servo and Commutation Modifiers	124
Ixx62    Motor xx Current-Loop Forward-Path Proportional Gain	Motor Servo and Commutation Modifiers	124
Ixx63    Motor xx Integration Limit	Motor Servo and Commutation Modifiers	124
Ixx64    Motor xx Deadband Gain Factor	Motor Servo and Commutation Modifiers	125
Ixx65    Motor xx Deadband Size	Motor Servo and Commutation Modifiers	125
Ixx66    Motor xx PWM Scale Factor	Motor Servo and Commutation Modifiers	126
Ixx67    Motor xx Position Error Limit	Motor Servo and Commutation Modifiers	126
Ixx68    Motor xx Friction Feedforward	Motor Servo and Commutation Modifiers	127
Ixx69    Motor xx Output Command Limit	Motor Servo and Commutation Modifiers	127
Motor Commutation Setup I-Variables	Motor Commutation Setup I-Variables	129
Ixx70    Motor xx Number of Commutation Cycles (N)	Motor Commutation Setup I-Variables	129
Ixx71    Motor xx Counts per N Commutation Cycles	Motor Commutation Setup I-Variables	129
Ixx72    Motor xx Commutation Phase Angle	Motor Commutation Setup I-Variables	130
Ixx73    Motor xx Phase Finding Output Value	Motor Commutation Setup I-Variables	131
Ixx74    Motor xx Phase Finding Time	Motor Commutation Setup I-Variables	132
Ixx75    Motor xx Phase Position Offset	Motor Commutation Setup I-Variables	132
Ixx76    Motor xx Current-Loop Back-Path Proportional Gain	Motor Commutation Setup I-Variables	134
Ixx77    Motor xx Magnetization Current	Motor Commutation Setup I-Variables	134
Ixx78    Motor xx Slip Gain	Motor Commutation Setup I-Variables	134
Ixx79    Motor xx Second Phase Offset	Motor Commutation Setup I-Variables	135
Ixx80    Motor xx Power-Up Mode	Motor Commutation Setup I-Variables	136
Ixx81    Motor xx Power-On Phase Position Address	Motor Commutation Setup I-Variables	137
Ixx82    Motor xx Current-Loop Feedback Address	Motor Commutation Setup I-Variables	143
Ixx83    Motor xx Commutation Position Address	Motor Commutation Setup I-Variables	145
Ixx84    Motor xx Current-Loop Feedback Mask Word	Motor Commutation Setup I-Variables	147
Further Motor I-Variables	Further Motor I-Variables	148
Ixx85    Motor xx Backlash Take-up Rate	Further Motor I-Variables	148
Ixx86    Motor xx Backlash Size	Further Motor I-Variables	148
Ixx87    Motor xx Backlash Hysteresis	Further Motor I-Variables	148
Ixx88    Motor xx In-Position Number of Scans	Further Motor I-Variables	149
Ixx90    Motor xx Rapid Mode Speed Select	Further Motor I-Variables	149
Ixx91    Motor xx Power-On Phase Position Format	Further Motor I-Variables	149
Ixx92    Motor xx Jog Move Calculation Time	Further Motor I-Variables	152
Ixx95    Motor xx Power-On Servo Position Format	Further Motor I-Variables	152
Ixx96    Motor xx Command Output Mode Control	Further Motor I-Variables	156
Ixx97    Motor xx Position Capture & Trigger Mode	Further Motor I-Variables	157
Ixx98    Motor xx Third-Resolver Gear Ratio	Further Motor I-Variables	157
Ixx99    Motor xx Second-Resolver Gear Ratio	Further Motor I-Variables	158
Supplemental Motor Setup I-Variables	Supplemental Motor Setup I-Variables	159
Iyy00/50     Motor xx Extended Servo Algorithm Enable	Supplemental Motor Setup I-Variables	159
Iyy10-Iyy39/Iyy60-Iyy89     Motor xx Extended Servo Algorithm Gains	Supplemental Motor Setup I-Variables	160
System Configuration Reporting	System Configuration Reporting	161
I4900 Servo ICs Present	System Configuration Reporting	161
I4901 Servo IC Type	System Configuration Reporting	161
I4902 MACRO ICs Present	System Configuration Reporting	162
I4903 MACRO IC Types	System Configuration Reporting	162
I4904 Dual-Ported RAM ICs Present	System Configuration Reporting	163
I4908 End of Open Memory	System Configuration Reporting	164
I4909 Turbo CPU ID Configuration	System Configuration Reporting	164
I4910-I4925 Servo IC Card Identification	System Configuration Reporting	165
I4926-I4941 MACRO IC Card Identification	System Configuration Reporting	167
I4942-I4949 DPRAM IC Card Identification	System Configuration Reporting	168
I4950-I4965 I/O IC Card Identification	System Configuration Reporting	169
Data Gathering I-Variables	Data Gathering I-Variables	170
I5000   Data Gathering Buffer Location and Mode	Data Gathering I-Variables	170
I5001-I5048 Data Gathering Source 1-48 Address	Data Gathering I-Variables	170
I5049 Data Gathering Period	Data Gathering I-Variables	171
I5050 Data Gathering Selection Mask 1	Data Gathering I-Variables	171
I5051 Data Gathering Selection Mask 2	Data Gathering I-Variables	171
A/D Processing Table I-Variables	A/D Processing Table I-Variables	172
I5060 A/D Processing Ring Size	A/D Processing Table I-Variables	172
I5061-I5076 A/D Ring Slot Pointers	A/D Processing Table I-Variables	173
I5080  A/D Ring Convert Enable	A/D Processing Table I-Variables	174
I5081-I5096 A/D Ring Convert Codes	A/D Processing Table I-Variables	174
Coordinate System I-Variables	Coordinate System I-Variables	175
Isx11    Coordinate System ‘x’ User Countdown Timer 1	Coordinate System I-Variables	176
Isx12    Coordinate System x User Countdown Timer 2	Coordinate System I-Variables	176
Isx13    Coordinate System x Segmentation Time	Coordinate System I-Variables	177
Isx14    Coordinate System ‘x’ End-of-Move Anticipation Time	Coordinate System I-Variables	178
Isx15    Coordinate System ‘x’ Segmentation Override	Coordinate System I-Variables	178
Isx16    Coordinate System ‘x’ Segmentation Override Slew	Coordinate System I-Variables	179
Isx20    Coordinate System x Lookahead Length	Coordinate System I-Variables	180
Isx21    Coordinate System x Lookahead State Control	Coordinate System I-Variables	181
Isx50    Coordinate System x Kinematic Calculations Enable	Coordinate System I-Variables	181
Isx53    Coordinate System x Step Mode Control	Coordinate System I-Variables	182
Isx78    Coordinate System ‘x’ Maximum Circle Acceleration	Coordinate System I-Variables	182
Isx79    Coordinate System ‘x’ Rapid Move Mode Control	Coordinate System I-Variables	183
Isx81    Coordinate System ‘x’ Blend Disable In-Position Time-Out	Coordinate System I-Variables	184
Isx82    Coordinate System ‘x’ Blend Disable Dwell Time	Coordinate System I-Variables	184
Isx83    Coordinate System ‘x’ Corner Blend Break Point	Coordinate System I-Variables	185
Isx84    Coordinate System ‘x’ Outside Corner Stop Point Control	Coordinate System I-Variables	186
Isx85   Coordinate System ‘x’ Corner Dwell Break Point	Coordinate System I-Variables	186
Isx86   Coordinate System x Alternate Feedrate	Coordinate System I-Variables	187
Isx87   Coordinate System x Default Program Acceleration Time	Coordinate System I-Variables	188
Isx88   Coordinate System x Default Program S-Curve Time	Coordinate System I-Variables	188
Isx89   Coordinate System x Default Program Feedrate/Move Time	Coordinate System I-Variables	189
Isx90   Coordinate System x Feedrate Time Units	Coordinate System I-Variables	189
Isx91   Coordinate System x Default Working Program Number	Coordinate System I-Variables	189
Isx92   Coordinate System ‘x’ Move Blend Disable	Coordinate System I-Variables	190
Isx93   Coordinate System x Time Base Control Address	Coordinate System I-Variables	190
Isx94   Coordinate System x Time Base Slew Rate	Coordinate System I-Variables	191
Isx95   Coordinate System x Feed Hold Slew Rate	Coordinate System I-Variables	191
Isx96   Coordinate System x Circle Error Limit	Coordinate System I-Variables	191
Isx97   Coordinate System x Minimum Arc Length	Coordinate System I-Variables	192
Isx98   Coordinate System x Maximum Feedrate	Coordinate System I-Variables	193
Isx99   Coordinate System x Cutter-Comp Outside Corner Break Point	Coordinate System I-Variables	193
Turbo PMAC2 MACRO IC I-Variables	Turbo PMAC2 MACRO IC I-Variables	194
I6800/I6850/I6900/I6950      MACRO IC MaxPhase/PWM Frequency Control	Turbo PMAC2 MACRO IC I-Variables	194
I6801/I6851/I6901/I6951      MACRO IC Phase Clock Frequency Control	Turbo PMAC2 MACRO IC I-Variables	196
I6802/I6852/I6902/I6952      MACRO IC Servo Clock Frequency Control	Turbo PMAC2 MACRO IC I-Variables	196
I6803/I6853/I6903/I6953      MACRO IC Hardware Clock Control	Turbo PMAC2 MACRO IC I-Variables	198
I6804/I6854/I6904/I6954      MACRO IC PWM Deadtime / PFM Pulse Width Control	Turbo PMAC2 MACRO IC I-Variables	200
I6805/I6855/I6905/I6955      MACRO IC DAC Strobe Word	Turbo PMAC2 MACRO IC I-Variables	200
I6806/I6856/I6906/I6956      MACRO IC ADC Strobe Word	Turbo PMAC2 MACRO IC I-Variables	201
I6807/I6857/I6907/I6957      MACRO IC Clock Direction Control	Turbo PMAC2 MACRO IC I-Variables	201
Channel-Specific MACRO IC I-variables	Channel-Specific MACRO IC I-variables	202
I68n0/I69n0    MACRO IC Channel n* Encoder/Timer Decode Control	Channel-Specific MACRO IC I-variables	203
I68n1/I69n1    MACRO IC Channel n* Position Compare Channel Select	Channel-Specific MACRO IC I-variables	204
I68n2/I69n2    MACRO IC Encoder n* Capture Control	Channel-Specific MACRO IC I-variables	204
I68n3/I69n3    MACRO IC Channel n* Capture Flag Select Control	Channel-Specific MACRO IC I-variables	205
I68n4/I69n4    MACRO IC Channel n* Encoder Gated Index Select	Channel-Specific MACRO IC I-variables	206
I68n5/I69n5    MACRO IC Channel n* Encoder Index Gate State/Demux Control	Channel-Specific MACRO IC I-variables	207
I68n6/I69n6    MACRO IC Channel n* Output Mode Select	Channel-Specific MACRO IC I-variables	208
I68n7/I69n7    MACRO IC Channel n* Output Invert Control	Channel-Specific MACRO IC I-variables	208
I68n8/I69n8    MACRO IC Channel n* PFM Direction Signal Invert Control	Channel-Specific MACRO IC I-variables	209
I68n9/I69n9    Reserved for Future Use	Channel-Specific MACRO IC I-variables	209
MACRO IC Ring Setup I-variables	MACRO IC Ring Setup I-variables	210
I6840/I6890/I6940/I6990      MACRO IC Ring Configuration/Status	MACRO IC Ring Setup I-variables	210
I6841/I6891/I6941/I6991      MACRO IC Node Activate Control	MACRO IC Ring Setup I-variables	211
Servo IC I-Variables	Servo IC I-Variables	212
PMAC2-Style Multi-Channel Servo IC I-Variables	PMAC2-Style Multi-Channel Servo IC I-Variables	213
I7m00   Servo IC m MaxPhase/PWM Frequency Control	PMAC2-Style Multi-Channel Servo IC I-Variables	213
I7m01   Servo IC m Phase Clock Frequency Control	PMAC2-Style Multi-Channel Servo IC I-Variables	215
I7m02   Servo IC m Servo Clock Frequency Control	PMAC2-Style Multi-Channel Servo IC I-Variables	215
I7m03   Servo IC m Hardware Clock Control	PMAC2-Style Multi-Channel Servo IC I-Variables	217
I7m04   Servo IC m PWM Deadtime / PFM Pulse Width Control	PMAC2-Style Multi-Channel Servo IC I-Variables	218
I7m05   Servo IC m DAC Strobe Word	PMAC2-Style Multi-Channel Servo IC I-Variables	219
I7m06   Servo IC m ADC Strobe Word	PMAC2-Style Multi-Channel Servo IC I-Variables	219
I7m07   Servo IC m Phase/Servo Clock Direction	PMAC2-Style Multi-Channel Servo IC I-Variables	220
PMAC2-Style Channel-Specific Servo IC I-Variables	PMAC2-Style Channel-Specific Servo IC I-Variables	221
I7mn0   Servo IC m Channel n Encoder/Timer Decode Control	PMAC2-Style Channel-Specific Servo IC I-Variables	221
I7mn1     Servo IC m Channel n Position Compare Channel Select	PMAC2-Style Channel-Specific Servo IC I-Variables	222
I7mn2     Servo IC m Channel n Capture Control	PMAC2-Style Channel-Specific Servo IC I-Variables	222
I7mn3     Servo IC m Channel n Capture Flag Select Control	PMAC2-Style Channel-Specific Servo IC I-Variables	223
I7mn4     Servo IC m Channel n Encoder Gated Index Select	PMAC2-Style Channel-Specific Servo IC I-Variables	223
I7mn5     Servo IC m Channel n Encoder Index Gate State/Demux Control	PMAC2-Style Channel-Specific Servo IC I-Variables	224
I7mn6     Servo IC m Channel n Output Mode Select	PMAC2-Style Channel-Specific Servo IC I-Variables	225
I7mn7     Servo IC m Channel n Output Invert Control	PMAC2-Style Channel-Specific Servo IC I-Variables	225
I7mn8     Servo IC m Channel n PFM Direction Signal Invert Control	PMAC2-Style Channel-Specific Servo IC I-Variables	226
I7mn9     Servo IC m Channel n Hardware-1/T Control	PMAC2-Style Channel-Specific Servo IC I-Variables	226
PMAC-Style Servo IC Setup I-Variables	PMAC-Style Servo IC Setup I-Variables	227
I7mn0     Servo IC m Channel n Encoder/Timer Decode Control	PMAC-Style Servo IC Setup I-Variables	227
I7mn1     Servo IC m Channel n Encoder Filter Disable	PMAC-Style Servo IC Setup I-Variables	228
I7mn2     Servo IC m Channel n Capture Control	PMAC-Style Servo IC Setup I-Variables	228
I7mn3     Servo IC m Channel n Capture Flag Select Control	PMAC-Style Servo IC Setup I-Variables	229
Conversion Table I-Variables	Conversion Table I-Variables	230
I8000-I8191      Conversion Table Setup Lines	Conversion Table I-Variables	230
TURBO PMAC ON-LINE COMMAND SPECIFICATION	TURBO PMAC ON-LINE COMMAND SPECIFICATION	254
<CONTROL-A>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	254
<CONTROL-B>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	254
<CONTROL-C>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	255
<CONTROL-D>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	256
<CONTROL-E>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	256
<CONTROL-F>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	257
<CONTROL-G>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	257
<CONTROL-H>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	258
<CONTROL-I>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	258
<CONTROL-K>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	258
<CONTROL-M>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	259
<CONTROL-N>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	259
<CONTROL-O>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	260
<CONTROL-P>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	260
<CONTROL-Q>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	261
<CONTROL-R>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	261
<CONTROL-S>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	261
<CONTROL-T>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	262
<CONTROL-V>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	262
<CONTROL-X>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	263
!{axis}{constant}[{axis}{constant}…]	TURBO PMAC ON-LINE COMMAND SPECIFICATION	264
@	TURBO PMAC ON-LINE COMMAND SPECIFICATION	264
@{card}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	265
#	TURBO PMAC ON-LINE COMMAND SPECIFICATION	266
#{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	266
#{constant}->	TURBO PMAC ON-LINE COMMAND SPECIFICATION	267
#{constant}->0	TURBO PMAC ON-LINE COMMAND SPECIFICATION	267
#{constant}->{axis definition}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	268
#{constant}->I	TURBO PMAC ON-LINE COMMAND SPECIFICATION	269
##	TURBO PMAC ON-LINE COMMAND SPECIFICATION	270
##{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	270
$	TURBO PMAC ON-LINE COMMAND SPECIFICATION	271
$$	TURBO PMAC ON-LINE COMMAND SPECIFICATION	272
$$$	TURBO PMAC ON-LINE COMMAND SPECIFICATION	273
$$$***	TURBO PMAC ON-LINE COMMAND SPECIFICATION	273
$$*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	274
$*	TURBO PMAC ON-LINE COMMAND SPECIFICATION	274
%	TURBO PMAC ON-LINE COMMAND SPECIFICATION	275
%{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	276
&	TURBO PMAC ON-LINE COMMAND SPECIFICATION	276
&{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	277
\	TURBO PMAC ON-LINE COMMAND SPECIFICATION	278
<	TURBO PMAC ON-LINE COMMAND SPECIFICATION	278
>	TURBO PMAC ON-LINE COMMAND SPECIFICATION	279
/	TURBO PMAC ON-LINE COMMAND SPECIFICATION	279
?	TURBO PMAC ON-LINE COMMAND SPECIFICATION	280
??	TURBO PMAC ON-LINE COMMAND SPECIFICATION	284
???	TURBO PMAC ON-LINE COMMAND SPECIFICATION	289
A	TURBO PMAC ON-LINE COMMAND SPECIFICATION	291
ABR[{constant}]	TURBO PMAC ON-LINE COMMAND SPECIFICATION	292
ABS	TURBO PMAC ON-LINE COMMAND SPECIFICATION	293
{axis}={constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	294
B{constant}	TURBO PMAC ON-LINE COMMAND SPECIFICATION	295
CHECKSUM	TURBO PMAC ON-LINE COMMAND SPECIFICATION	295
